period,ratio,title,age
2024-05-13,1.02623,김혜경,40∼44세
2024-05-20,3.05639,김혜경,40∼44세
2024-05-27,1.61074,김혜경,40∼44세
2024-06-03,1.49473,김혜경,40∼44세
2023-06-05,27.16763,김건희,45∼49세
2023-06-12,25.15179,김건희,45∼49세
2023-06-19,47.97687,김건희,45∼49세
2023-06-26,25.71039,김건희,45∼49세
2023-07-03,58.32321,김건희,45∼49세
2023-07-10,100.0,김건희,45∼49세
2023-07-17,81.27459,김건희,45∼49세
2023-07-24,34.65779,김건희,45∼49세
2023-07-31,24.02972,김건희,45∼49세
2023-08-07,21.97017,김건희,45∼49세
2023-08-14,49.16209,김건희,45∼49세
2023-08-21,25.13722,김건희,45∼49세
2023-08-28,26.57988,김건희,45∼49세
2023-09-04,26.04556,김건희,45∼49세
2023-09-11,32.21936,김건희,45∼49세
2023-09-18,27.09476,김건희,45∼49세
2023-09-25,21.96531,김건희,45∼49세
2023-10-02,17.77335,김건희,45∼49세
2023-10-09,23.85,김건희,45∼49세
2023-10-16,27.78938,김건희,45∼49세
2023-10-23,34.42463,김건희,45∼49세
2023-10-30,17.2196,김건희,45∼49세
2023-11-06,18.99742,김건희,45∼49세
2023-11-13,25.64725,김건희,45∼49세
2023-11-20,48.6812,김건희,45∼49세
2023-11-27,80.83742,김건희,45∼49세
2023-12-04,38.11628,김건희,45∼49세
2023-12-11,51.64424,김건희,45∼49세
2023-12-18,32.28736,김건희,45∼49세
2023-12-25,64.59416,김건희,45∼49세
2024-01-01,40.72958,김건희,45∼49세
2024-01-08,36.1976,김건희,45∼49세
2024-01-15,39.31121,김건희,45∼49세
2024-01-22,64.07441,김건희,45∼49세
2024-01-29,28.00796,김건희,45∼49세
2024-02-05,35.78957,김건희,45∼49세
2024-02-12,22.73279,김건희,45∼49세
2024-02-19,22.63078,김건희,45∼49세
2024-02-26,24.73891,김건희,45∼49세
2024-03-04,14.09627,김건희,45∼49세
2024-03-11,12.38645,김건희,45∼49세
2024-03-18,14.66945,김건희,45∼49세
2024-03-25,17.00102,김건희,45∼49세
2024-04-01,24.0783,김건희,45∼49세
2024-04-08,75.35337,김건희,45∼49세
2024-04-15,36.09559,김건희,45∼49세
2024-04-22,30.98557,김건희,45∼49세
2024-04-29,26.14756,김건희,45∼49세
2024-05-06,37.84912,김건희,45∼49세
2024-05-13,71.50629,김건희,45∼49세
2024-05-20,35.81386,김건희,45∼49세
2024-05-27,20.72667,김건희,45∼49세
2024-06-03,38.88376,김건희,45∼49세
2023-06-05,1.4378,김정숙,45∼49세
2023-06-12,1.15121,김정숙,45∼49세
2023-06-19,1.35522,김정숙,45∼49세
2023-06-26,1.39894,김정숙,45∼49세
2023-07-03,1.57866,김정숙,45∼49세
2023-07-10,2.11784,김정숙,45∼49세
2023-07-17,1.81668,김정숙,45∼49세
2023-07-24,1.14635,김정숙,45∼49세
2023-07-31,1.32607,김정숙,45∼49세
2023-08-07,1.00548,김정숙,45∼49세
2023-08-14,1.82153,김정숙,45∼49세
2023-08-21,1.12206,김정숙,45∼49세
2023-08-28,0.91319,김정숙,45∼49세
2023-09-04,0.87433,김정숙,45∼49세
2023-09-11,1.08806,김정숙,45∼49세
2023-09-18,1.49123,김정숙,45∼49세
2023-09-25,0.88405,김정숙,45∼49세
2023-10-02,0.72861,김정숙,45∼49세
2023-10-09,0.70432,김정숙,45∼49세
2023-10-16,0.70432,김정숙,45∼49세
2023-10-23,1.51551,김정숙,45∼49세
2023-10-30,0.68004,김정숙,45∼49세
2023-11-06,0.67518,김정숙,45∼49세
2023-11-13,1.05406,김정숙,45∼49세
2023-11-20,1.09292,김정숙,45∼49세
2023-11-27,1.12692,김정숙,45∼49세
2023-12-04,1.06377,김정숙,45∼49세
2023-12-11,1.02491,김정숙,45∼49세
2023-12-18,0.80633,김정숙,45∼49세
2023-12-25,3.2059,김정숙,45∼49세
2024-01-01,7.31529,김정숙,45∼49세
2024-01-08,3.68193,김정숙,45∼49세
2024-01-15,1.58838,김정숙,45∼49세
2024-01-22,2.30728,김정숙,45∼49세
2024-01-29,1.21435,김정숙,45∼49세
2024-02-05,1.48637,김정숙,45∼49세
2024-02-12,3.47306,김정숙,45∼49세
2024-02-19,1.23378,김정숙,45∼49세
2024-02-26,1.05892,김정숙,45∼49세
2024-03-04,1.26779,김정숙,45∼49세
2024-03-11,1.10263,김정숙,45∼49세
2024-03-18,0.77718,김정숙,45∼49세
2024-03-25,0.80147,김정숙,45∼49세
2024-04-01,1.60295,김정숙,45∼49세
2024-04-08,1.9624,김정숙,45∼49세
2024-04-15,1.25321,김정숙,45∼49세
2024-04-22,0.86948,김정숙,45∼49세
2024-04-29,0.89862,김정숙,45∼49세
2024-05-06,1.52037,김정숙,45∼49세
2024-05-13,3.12818,김정숙,45∼49세
2024-05-20,6.78097,김정숙,45∼49세
2024-05-27,6.6984,김정숙,45∼49세
2024-06-03,14.49944,김정숙,45∼49세
2023-06-05,0.38373,김혜경,45∼49세
2023-06-12,0.63632,김혜경,45∼49세
2023-06-19,1.14149,김혜경,45∼49세
2023-06-26,0.45174,김혜경,45∼49세
2023-07-03,0.45659,김혜경,45∼49세
2023-07-10,0.73833,김혜경,45∼49세
2023-07-17,0.77718,김혜경,45∼49세
2023-07-24,0.53917,김혜경,45∼49세
2023-07-31,1.2435,김혜경,45∼49세
2023-08-07,1.69524,김혜경,45∼49세
2023-08-14,1.26293,김혜경,45∼49세
2023-08-21,1.64181,김혜경,45∼49세
2023-08-28,0.80147,김혜경,45∼49세
2023-09-04,0.85976,김혜경,45∼49세
2023-09-11,1.2775,김혜경,45∼49세
2023-09-18,4.58056,김혜경,45∼49세
2023-09-25,1.84096,김혜경,45∼49세
2023-10-02,0.67032,김혜경,45∼49세
2023-10-09,1.17549,김혜경,45∼49세
2023-10-16,3.72565,김혜경,45∼49세
2023-10-23,0.99091,김혜경,45∼49세
2023-10-30,0.53917,김혜경,45∼49세
2023-11-06,1.41351,김혜경,45∼49세
2023-11-13,0.80633,김혜경,45∼49세
2023-11-20,0.76261,김혜경,45∼49세
2023-11-27,0.54889,김혜경,45∼49세
2023-12-04,1.62238,김혜경,45∼49세
2023-12-11,0.70432,김혜경,45∼49세
2023-12-18,0.85005,김혜경,45∼49세
2023-12-25,0.74804,김혜경,45∼49세
2024-01-01,1.77782,김혜경,45∼49세
2024-01-08,1.12692,김혜경,45∼49세
2024-01-15,0.90834,김혜경,45∼49세
2024-01-22,0.74804,김혜경,45∼49세
2024-01-29,0.95205,김혜경,45∼49세
2024-02-05,3.64307,김혜경,45∼49세
2024-02-12,10.30747,김혜경,45∼49세
2024-02-19,3.60421,김혜경,45∼49세
2024-02-26,16.62214,김혜경,45∼49세
2024-03-04,4.3134,김혜경,45∼49세
2024-03-11,1.8021,김혜경,45∼49세
2024-03-18,1.86039,김혜경,45∼49세
2024-03-25,1.86039,김혜경,45∼49세
2024-04-01,1.88954,김혜경,45∼49세
2024-04-08,6.64011,김혜경,45∼49세
2024-04-15,1.96726,김혜경,45∼49세
2024-04-22,1.95268,김혜경,45∼49세
2024-04-29,2.79302,김혜경,45∼49세
2024-05-06,4.23568,김혜경,45∼49세
2024-05-13,0.8209,김혜경,45∼49세
2024-05-20,3.23505,김혜경,45∼49세
2024-05-27,1.38436,김혜경,45∼49세
2024-06-03,1.33093,김혜경,45∼49세
2023-06-05,27.25803,김건희,50∼54세
2023-06-12,24.10854,김건희,50∼54세
2023-06-19,46.67907,김건희,50∼54세
2023-06-26,25.26449,김건희,50∼54세
2023-07-03,51.74373,김건희,50∼54세
2023-07-10,100.0,김건희,50∼54세
2023-07-17,75.63185,김건희,50∼54세
2023-07-24,36.01097,김건희,50∼54세
2023-07-31,23.74118,김건희,50∼54세
2023-08-07,21.05701,김건희,50∼54세
2023-08-14,45.43985,김건희,50∼54세
2023-08-21,23.24157,김건희,50∼54세
2023-08-28,25.54858,김건희,50∼54세
2023-09-04,26.18044,김건희,50∼54세
2023-09-11,30.38793,김건희,50∼54세
2023-09-18,27.12578,김건희,50∼54세
2023-09-25,21.72805,김건희,50∼54세
2023-10-02,18.40223,김건희,50∼54세
2023-10-09,24.7159,김건희,50∼54세
2023-10-16,27.93887,김건희,50∼54세
2023-10-23,33.45905,김건희,50∼54세
2023-10-30,16.07072,김건희,50∼54세
2023-11-06,19.04878,김건희,50∼54세
2023-11-13,24.51508,김건희,50∼54세
2023-11-20,47.52155,김건희,50∼54세
2023-11-27,73.09463,김건희,50∼54세
2023-12-04,37.2159,김건희,50∼54세
2023-12-11,50.7739,김건희,50∼54세
2023-12-18,32.90556,김건희,50∼54세
2023-12-25,61.12362,김건희,50∼54세
2024-01-01,39.50333,김건희,50∼54세
2024-01-08,36.89263,김건희,50∼54세
2024-01-15,38.29349,김건희,50∼54세
2024-01-22,60.53095,김건희,50∼54세
2024-01-29,28.28173,김건희,50∼54세
2024-02-05,36.22648,김건희,50∼54세
2024-02-12,22.01704,김건희,50∼54세
2024-02-19,21.96316,김건희,50∼54세
2024-02-26,25.99921,김건희,50∼54세
2024-03-04,15.19396,김건희,50∼54세
2024-03-11,13.90086,김건희,50∼54세
2024-03-18,15.84541,김건희,50∼54세
2024-03-25,17.11892,김건희,50∼54세
2024-04-01,22.61951,김건희,50∼54세
2024-04-08,64.85109,김건희,50∼54세
2024-04-15,34.45336,김건희,50∼54세
2024-04-22,30.93162,김건희,50∼54세
2024-04-29,27.28252,김건희,50∼54세
2024-05-06,36.78977,김건희,50∼54세
2024-05-13,69.28389,김건희,50∼54세
2024-05-20,33.86559,김건희,50∼54세
2024-05-27,20.64067,김건희,50∼54세
2024-06-03,35.86892,김건희,50∼54세
2023-06-05,1.08248,김정숙,50∼54세
2023-06-12,1.2882,김정숙,50∼54세
2023-06-19,1.30289,김정숙,50∼54세
2023-06-26,1.37147,김정숙,50∼54세
2023-07-03,1.62127,김정숙,50∼54세
2023-07-10,1.73883,김정숙,50∼54세
2023-07-17,1.87108,김정숙,50∼54세
2023-07-24,1.01391,김정숙,50∼54세
2023-07-31,1.44494,김정숙,50∼54세
2023-08-07,0.85227,김정숙,50∼54세
2023-08-14,1.51351,김정숙,50∼54세
2023-08-21,0.84247,김정숙,50∼54세
2023-08-28,0.98942,김정숙,50∼54세
2023-09-04,0.91594,김정숙,50∼54세
2023-09-11,0.90125,김정숙,50∼54세
2023-09-18,1.46943,김정숙,50∼54세
2023-09-25,0.94533,김정숙,50∼54세
2023-10-02,0.89635,김정숙,50∼54세
2023-10-09,0.57797,김정숙,50∼54세
2023-10-16,0.66614,김정숙,50∼54세
2023-10-23,1.63107,김정숙,50∼54세
2023-10-30,0.64655,김정숙,50∼54세
2023-11-06,0.64165,김정숙,50∼54세
2023-11-13,1.04329,김정숙,50∼54세
2023-11-20,0.93554,김정숙,50∼54세
2023-11-27,0.95513,김정숙,50∼54세
2023-12-04,0.93554,김정숙,50∼54세
2023-12-11,1.10697,김정숙,50∼54세
2023-12-18,0.91105,김정숙,50∼54세
2023-12-25,3.14949,김정숙,50∼54세
2024-01-01,9.06641,김정숙,50∼54세
2024-01-08,3.93318,김정숙,50∼54세
2024-01-15,1.59678,김정숙,50∼54세
2024-01-22,2.49804,김정숙,50∼54세
2024-01-29,1.14615,김정숙,50∼54세
2024-02-05,1.46943,김정숙,50∼54세
2024-02-12,3.1152,김정숙,50∼54세
2024-02-19,1.10697,김정숙,50∼54세
2024-02-26,1.08738,김정숙,50∼54세
2024-03-04,1.21963,김정숙,50∼54세
2024-03-11,0.71512,김정숙,50∼54세
2024-03-18,0.56818,김정숙,50∼54세
2024-03-25,0.78859,김정숙,50∼54세
2024-04-01,1.5527,김정숙,50∼54세
2024-04-08,1.66046,김정숙,50∼54세
2024-04-15,1.30779,김정숙,50∼54세
2024-04-22,0.79839,김정숙,50∼54세
2024-04-29,0.90615,김정숙,50∼54세
2024-05-06,1.2833,김정숙,50∼54세
2024-05-13,3.21806,김정숙,50∼54세
2024-05-20,6.51939,김정숙,50∼54세
2024-05-27,6.35775,김정숙,50∼54세
2024-06-03,13.82739,김정숙,50∼54세
2023-06-05,0.68083,김혜경,50∼54세
2023-06-12,0.65634,김혜경,50∼54세
2023-06-19,1.16085,김혜경,50∼54세
2023-06-26,0.54858,김혜경,50∼54세
2023-07-03,0.42613,김혜경,50∼54세
2023-07-10,0.62695,김혜경,50∼54세
2023-07-17,0.7739,김혜경,50∼54세
2023-07-24,0.68573,김혜경,50∼54세
2023-07-31,1.5625,김혜경,50∼54세
2023-08-07,2.25313,김혜경,50∼54세
2023-08-14,1.38126,김혜경,50∼54세
2023-08-21,1.86618,김혜경,50∼54세
2023-08-28,0.96492,김혜경,50∼54세
2023-09-04,0.96003,김혜경,50∼54세
2023-09-11,1.47433,김혜경,50∼54세
2023-09-18,4.88342,김혜경,50∼54세
2023-09-25,1.98373,김혜경,50∼54세
2023-10-02,0.99921,김혜경,50∼54세
2023-10-09,1.41065,김혜경,50∼54세
2023-10-16,4.17319,김혜경,50∼54세
2023-10-23,1.05309,김혜경,50∼54세
2023-10-30,0.54369,김혜경,50∼54세
2023-11-06,1.39596,김혜경,50∼54세
2023-11-13,1.0384,김혜경,50∼54세
2023-11-20,0.68083,김혜경,50∼54세
2023-11-27,0.70043,김혜경,50∼54세
2023-12-04,1.71434,김혜경,50∼54세
2023-12-11,0.69553,김혜경,50∼54세
2023-12-18,1.13636,김혜경,50∼54세
2023-12-25,0.89145,김혜경,50∼54세
2024-01-01,2.11598,김혜경,50∼54세
2024-01-08,1.17554,김혜경,50∼54세
2024-01-15,1.2931,김혜경,50∼54세
2024-01-22,0.91105,김혜경,50∼54세
2024-01-29,1.04819,김혜경,50∼54세
2024-02-05,4.01645,김혜경,50∼54세
2024-02-12,10.89341,김혜경,50∼54세
2024-02-19,4.50137,김혜경,50∼54세
2024-02-26,20.64067,김혜경,50∼54세
2024-03-04,6.7496,김혜경,50∼54세
2024-03-11,2.5862,김혜경,50∼54세
2024-03-18,2.04251,김혜경,50∼54세
2024-03-25,2.3217,김혜경,50∼54세
2024-04-01,2.24333,김혜경,50∼54세
2024-04-08,8.01822,김혜경,50∼54세
2024-04-15,1.97884,김혜경,50∼54세
2024-04-22,2.68906,김혜경,50∼54세
2024-04-29,3.35521,김혜경,50∼54세
2024-05-06,5.99529,김혜경,50∼54세
2024-05-13,1.13636,김혜경,50∼54세
2024-05-20,3.71767,김혜경,50∼54세
2024-05-27,1.66536,김혜경,50∼54세
2024-06-03,1.68985,김혜경,50∼54세
2023-06-05,25.89313,김건희,55∼59세
2023-06-12,22.70114,김건희,55∼59세
2023-06-19,47.0876,김건희,55∼59세
2023-06-26,23.97483,김건희,55∼59세
2023-07-03,50.9242,김건희,55∼59세
2023-07-10,100.0,김건희,55∼59세
2023-07-17,73.24479,김건희,55∼59세
2023-07-24,35.24386,김건희,55∼59세
2023-07-31,24.49518,김건희,55∼59세
2023-08-07,20.58092,김건희,55∼59세
2023-08-14,46.10904,김건희,55∼59세
2023-08-21,21.28766,김건희,55∼59세
2023-08-28,21.89344,김건희,55∼59세
2023-09-04,24.41752,김건희,55∼59세
2023-09-11,27.50854,김건희,55∼59세
2023-09-18,27.02702,김건희,55∼59세
2023-09-25,21.35756,김건희,55∼59세
2023-10-02,17.00062,김건희,55∼59세
2023-10-09,22.1342,김건희,55∼59세
2023-10-16,24.15346,김건희,55∼59세
2023-10-23,27.82696,김건희,55∼59세
2023-10-30,15.06679,김건희,55∼59세
2023-11-06,17.97141,김건희,55∼59세
2023-11-13,26.13389,김건희,55∼59세
2023-11-20,44.11307,김건희,55∼59세
2023-11-27,64.46101,김건희,55∼59세
2023-12-04,33.38769,김건희,55∼59세
2023-12-11,49.9534,김건희,55∼59세
2023-12-18,32.93724,김건희,55∼59세
2023-12-25,59.04007,김건희,55∼59세
2024-01-01,38.63777,김건희,55∼59세
2024-01-08,38.17955,김건희,55∼59세
2024-01-15,38.47468,김건희,55∼59세
2024-01-22,67.15594,김건희,55∼59세
2024-01-29,29.98602,김건희,55∼59세
2024-02-05,35.9739,김건희,55∼59세
2024-02-12,22.41379,김건희,55∼59세
2024-02-19,21.39639,김건희,55∼59세
2024-02-26,23.73407,김건희,55∼59세
2024-03-04,14.6008,김건희,55∼59세
2024-03-11,12.48835,김건희,55∼59세
2024-03-18,15.36968,김건희,55∼59세
2024-03-25,16.26281,김건희,55∼59세
2024-04-01,19.85865,김건희,55∼59세
2024-04-08,52.78813,김건희,55∼59세
2024-04-15,33.62845,김건희,55∼59세
2024-04-22,29.13948,김건희,55∼59세
2024-04-29,26.6387,김건희,55∼59세
2024-05-06,40.22988,김건희,55∼59세
2024-05-13,63.89406,김건희,55∼59세
2024-05-20,31.88101,김건희,55∼59세
2024-05-27,19.33053,김건희,55∼59세
2024-06-03,36.01273,김건희,55∼59세
2023-06-05,1.44454,김정숙,55∼59세
2023-06-12,1.42901,김정숙,55∼59세
2023-06-19,1.49114,김정숙,55∼59세
2023-06-26,2.04255,김정숙,55∼59세
2023-07-03,2.24448,김정숙,55∼59세
2023-07-10,2.88132,김정숙,55∼59세
2023-07-17,2.03479,김정숙,55∼59세
2023-07-24,1.07952,김정숙,55∼59세
2023-07-31,2.13575,김정숙,55∼59세
2023-08-07,1.32805,김정숙,55∼59세
2023-08-14,1.66977,김정숙,55∼59세
2023-08-21,0.97856,김정숙,55∼59세
2023-08-28,1.13389,김정숙,55∼59세
2023-09-04,1.14942,김정숙,55∼59세
2023-09-11,1.43678,김정숙,55∼59세
2023-09-18,1.87169,김정숙,55∼59세
2023-09-25,0.82323,김정숙,55∼59세
2023-10-02,0.75333,김정숙,55∼59세
2023-10-09,0.59024,김정숙,55∼59세
2023-10-16,0.73004,김정숙,55∼59세
2023-10-23,2.57067,김정숙,55∼59세
2023-10-30,0.98633,김정숙,55∼59세
2023-11-06,0.66014,김정숙,55∼59세
2023-11-13,0.90866,김정숙,55∼59세
2023-11-20,1.09506,김정숙,55∼59세
2023-11-27,1.10282,김정숙,55∼59세
2023-12-04,0.97856,김정숙,55∼59세
2023-12-11,1.12612,김정숙,55∼59세
2023-12-18,1.00963,김정숙,55∼59세
2023-12-25,4.4812,김정숙,55∼59세
2024-01-01,11.77384,김정숙,55∼59세
2024-01-08,5.5219,김정숙,55∼59세
2024-01-15,2.11245,김정숙,55∼59세
2024-01-22,2.726,김정숙,55∼59세
2024-01-29,1.55327,김정숙,55∼59세
2024-02-05,2.01926,김정숙,55∼59세
2024-02-12,3.75116,김정숙,55∼59세
2024-02-19,1.30475,김정숙,55∼59세
2024-02-26,1.32805,김정숙,55∼59세
2024-03-04,1.60764,김정숙,55∼59세
2024-03-11,1.03292,김정숙,55∼59세
2024-03-18,0.9009,김정숙,55∼59세
2024-03-25,1.14165,김정숙,55∼59세
2024-04-01,2.12022,김정숙,55∼59세
2024-04-08,2.02702,김정숙,55∼59세
2024-04-15,1.52221,김정숙,55∼59세
2024-04-22,0.9009,김정숙,55∼59세
2024-04-29,0.93973,김정숙,55∼59세
2024-05-06,1.63094,김정숙,55∼59세
2024-05-13,3.54923,김정숙,55∼59세
2024-05-20,8.38769,김정숙,55∼59세
2024-05-27,6.77228,김정숙,55∼59세
2024-06-03,15.7347,김정숙,55∼59세
2023-06-05,0.74557,김혜경,55∼59세
2023-06-12,0.83876,김혜경,55∼59세
2023-06-19,1.60764,김혜경,55∼59세
2023-06-26,0.72227,김혜경,55∼59세
2023-07-03,0.6679,김혜경,55∼59세
2023-07-10,0.74557,김혜경,55∼59세
2023-07-17,0.97079,김혜경,55∼59세
2023-07-24,1.03292,김혜경,55∼59세
2023-07-31,3.03665,김혜경,55∼59세
2023-08-07,3.5104,김혜경,55∼59세
2023-08-14,2.19788,김혜경,55∼59세
2023-08-21,3.33954,김혜경,55∼59세
2023-08-28,1.35911,김혜경,55∼59세
2023-09-04,1.56104,김혜경,55∼59세
2023-09-11,2.22895,김혜경,55∼59세
2023-09-18,7.95278,김혜경,55∼59세
2023-09-25,3.33954,김혜경,55∼59세
2023-10-02,1.32805,김혜경,55∼59세
2023-10-09,2.14352,김혜경,55∼59세
2023-10-16,5.50636,김혜경,55∼59세
2023-10-23,1.78626,김혜경,55∼59세
2023-10-30,0.7844,김혜경,55∼59세
2023-11-06,1.8484,김혜경,55∼59세
2023-11-13,1.18049,김혜경,55∼59세
2023-11-20,0.9242,김혜경,55∼59세
2023-11-27,0.68344,김혜경,55∼59세
2023-12-04,2.62503,김혜경,55∼59세
2023-12-11,0.79217,김혜경,55∼59세
2023-12-18,1.53774,김혜경,55∼59세
2023-12-25,1.24262,김혜경,55∼59세
2024-01-01,3.11432,김혜경,55∼59세
2024-01-08,1.64647,김혜경,55∼59세
2024-01-15,1.58434,김혜경,55∼59세
2024-01-22,1.42124,김혜경,55∼59세
2024-01-29,1.65424,김혜경,55∼59세
2024-02-05,6.10438,김혜경,55∼59세
2024-02-12,14.27461,김혜경,55∼59세
2024-02-19,6.3995,김혜경,55∼59세
2024-02-26,33.86144,김혜경,55∼59세
2024-03-04,12.62814,김혜경,55∼59세
2024-03-11,3.99968,김혜경,55∼59세
2024-03-18,3.05995,김혜경,55∼59세
2024-03-25,4.32587,김혜경,55∼59세
2024-04-01,3.29294,김혜경,55∼59세
2024-04-08,11.49425,김혜경,55∼59세
2024-04-15,3.11432,김혜경,55∼59세
2024-04-22,4.45013,김혜경,55∼59세
2024-04-29,5.59179,김혜경,55∼59세
2024-05-06,7.85181,김혜경,55∼59세
2024-05-13,1.98819,김혜경,55∼59세
2024-05-20,5.63839,김혜경,55∼59세
2024-05-27,3.02889,김혜경,55∼59세
2024-06-03,2.83473,김혜경,55∼59세
2023-06-05,25.75233,김건희,60세 이상
2023-06-12,21.39838,김건희,60세 이상
2023-06-19,44.40389,김건희,60세 이상
2023-06-26,22.19874,김건희,60세 이상
2023-07-03,48.49532,김건희,60세 이상
2023-07-10,100.0,김건희,60세 이상
2023-07-17,70.57881,김건희,60세 이상
2023-07-24,36.87411,김건희,60세 이상
2023-07-31,26.1237,김건희,60세 이상
2023-08-07,18.45306,김건희,60세 이상
2023-08-14,50.56345,김건희,60세 이상
2023-08-21,20.74529,김건희,60세 이상
2023-08-28,20.13702,김건희,60세 이상
2023-09-04,23.97233,김건희,60세 이상
2023-09-11,34.14649,김건희,60세 이상
2023-09-18,29.19067,김건희,60세 이상
2023-09-25,21.85299,김건희,60세 이상
2023-10-02,17.11486,김건희,60세 이상
2023-10-09,22.23716,김건희,60세 이상
2023-10-16,23.79946,김건희,60세 이상
2023-10-23,24.26687,김건희,60세 이상
2023-10-30,14.50889,김건희,60세 이상
2023-11-06,15.4117,김건희,60세 이상
2023-11-13,28.1406,김건희,60세 이상
2023-11-20,40.58778,김건희,60세 이상
2023-11-27,50.63388,김건희,60세 이상
2023-12-04,31.23959,김건희,60세 이상
2023-12-11,47.02266,김건희,60세 이상
2023-12-18,37.66807,김건희,60세 이상
2023-12-25,61.56998,김건희,60세 이상
2024-01-01,40.74785,김건희,60세 이상
2024-01-08,38.09066,김건희,60세 이상
2024-01-15,42.27814,김건희,60세 이상
2024-01-22,77.64758,김건희,60세 이상
2024-01-29,31.97592,김건희,60세 이상
2024-02-05,38.28275,김건희,60세 이상
2024-02-12,23.665,김건희,60세 이상
2024-02-19,22.08989,김건희,60세 이상
2024-02-26,25.0096,김건희,60세 이상
2024-03-04,16.83314,김건희,60세 이상
2024-03-11,14.35523,김건희,60세 이상
2024-03-18,15.1876,김건희,60세 이상
2024-03-25,15.48853,김건희,60세 이상
2024-04-01,17.56306,김건희,60세 이상
2024-04-08,43.96849,김건희,60세 이상
2024-04-15,31.31002,김건희,60세 이상
2024-04-22,26.15571,김건희,60세 이상
2024-04-29,26.37981,김건희,60세 이상
2024-05-06,42.4318,김건희,60세 이상
2024-05-13,58.042,김건희,60세 이상
2024-05-20,30.06146,김건희,60세 이상
2024-05-27,20.58522,김건희,60세 이상
2024-06-03,37.64886,김건희,60세 이상
2023-06-05,1.60071,김정숙,60세 이상
2023-06-12,2.00409,김정숙,60세 이상
2023-06-19,1.75438,김정숙,60세 이상
2023-06-26,3.73287,김정숙,60세 이상
2023-07-03,4.4756,김정숙,60세 이상
2023-07-10,3.89294,김정숙,60세 이상
2023-07-17,2.83647,김정숙,60세 이상
2023-07-24,1.94647,김정숙,60세 이상
2023-07-31,3.94416,김정숙,60세 이상
2023-08-07,1.88884,김정숙,60세 이상
2023-08-14,2.28582,김정숙,60세 이상
2023-08-21,1.68395,김정숙,60세 이상
2023-08-28,1.92726,김정숙,60세 이상
2023-09-04,2.06812,김정숙,60세 이상
2023-09-11,2.35625,김정숙,60세 이상
2023-09-18,2.67639,김정숙,60세 이상
2023-09-25,1.25496,김정숙,60세 이상
2023-10-02,0.92841,김정숙,60세 이상
2023-10-09,0.83877,김정숙,60세 이상
2023-10-16,0.88359,김정숙,60세 이상
2023-10-23,3.73927,김정숙,60세 이상
2023-10-30,1.15251,김정숙,60세 이상
2023-11-06,1.09489,김정숙,60세 이상
2023-11-13,1.40222,김정숙,60세 이상
2023-11-20,1.55589,김정숙,60세 이상
2023-11-27,1.5815,김정숙,60세 이상
2023-12-04,1.26776,김정숙,60세 이상
2023-12-11,1.77999,김정숙,60세 이상
2023-12-18,1.37661,김정숙,60세 이상
2023-12-25,6.98552,김정숙,60세 이상
2024-01-01,17.35817,김정숙,60세 이상
2024-01-08,8.56063,김정숙,60세 이상
2024-01-15,2.88769,김정숙,60세 이상
2024-01-22,4.67409,김정숙,60세 이상
2024-01-29,2.30503,김정숙,60세 이상
2024-02-05,2.18337,김정숙,60세 이상
2024-02-12,4.96862,김정숙,60세 이상
2024-02-19,1.94006,김정숙,60세 이상
2024-02-26,2.37546,김정숙,60세 이상
2024-03-04,2.52273,김정숙,60세 이상
2024-03-11,1.55589,김정숙,60세 이상
2024-03-18,1.01165,김정숙,60세 이상
2024-03-25,1.32539,김정숙,60세 이상
2024-04-01,4.32833,김정숙,60세 이상
2024-04-08,2.14496,김정숙,60세 이상
2024-04-15,1.92726,김정숙,60세 이상
2024-04-22,1.09489,김정숙,60세 이상
2024-04-29,1.15891,김정숙,60세 이상
2024-05-06,2.43309,김정숙,60세 이상
2024-05-13,5.75617,김정숙,60세 이상
2024-05-20,13.34357,김정숙,60세 이상
2024-05-27,7.95876,김정숙,60세 이상
2024-06-03,22.26277,김정숙,60세 이상
2023-06-05,0.91561,김혜경,60세 이상
2023-06-12,1.44064,김혜경,60세 이상
2023-06-19,2.76603,김혜경,60세 이상
2023-06-26,1.32539,김혜경,60세 이상
2023-07-03,0.86438,김혜경,60세 이상
2023-07-10,1.47265,김혜경,60세 이상
2023-07-17,1.51747,김혜경,60세 이상
2023-07-24,1.75438,김혜경,60세 이상
2023-07-31,5.29517,김혜경,60세 이상
2023-08-07,6.56294,김혜경,60세 이상
2023-08-14,3.74567,김혜경,60세 이상
2023-08-21,6.79984,김혜경,60세 이상
2023-08-28,2.43949,김혜경,60세 이상
2023-09-04,2.0297,김혜경,60세 이상
2023-09-11,2.9197,김혜경,60세 이상
2023-09-18,11.42912,김혜경,60세 이상
2023-09-25,3.8097,김혜경,60세 이상
2023-10-02,1.8056,김혜경,60세 이상
2023-10-09,3.02855,김혜경,60세 이상
2023-10-16,7.86272,김혜경,60세 이상
2023-10-23,2.60596,김혜경,60세 이상
2023-10-30,1.24855,김혜경,60세 이상
2023-11-06,2.62517,김혜경,60세 이상
2023-11-13,1.69676,김혜경,60세 이상
2023-11-20,1.36381,김혜경,60세 이상
2023-11-27,1.33819,김혜경,60세 이상
2023-12-04,5.1479,김혜경,60세 이상
2023-12-11,1.50467,김혜경,60세 이상
2023-12-18,2.6956,김혜경,60세 이상
2023-12-25,1.99129,김혜경,60세 이상
